,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
3511,url_no_4454,38,0,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,"['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']",dailymail.co.uk/news/article-9226829/COVID-cases-cut-HALF-Seven-day-average-nearly-50-peak-January-12.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid cases are cut in half sevenday average is down nearly 50 since its peak on january 12,2021-02-05 02:15:25.000000,drudgereport,anti,cc,False,covid cases are cut in half sevenday average is down nearly 50 since its peak on january 12,right
3097,url_no_4159,119,0,that Covid vaccines are working to thwart the outbreak within the next fortnight,that Covid vaccines are working to thwart the outbreak within the next fortnight,"['that', 'covid', 'vaccin', 'are', 'work', 'to', 'thwart', 'the', 'outbreak', 'within', 'the', 'next', 'fortnight']","['that', 'covid', 'vaccin', 'are', 'work', 'to', 'thwart', 'the', 'outbreak', 'within', 'the', 'next', 'fortnight']","['that', 'covid', 'vaccin', 'are', 'work', 'to', 'thwart', 'the', 'outbreak', 'within', 'the', 'next', 'fortnight']","['that', 'covid', 'vaccin', 'are', 'work', 'to', 'thwart', 'the', 'outbreak', 'within', 'the', 'next', 'fortnight']",dailymail.co.uk/news/article-9265325/Coronavirus-UK-Vaccines-minister-Nadhim-Zahawi-hails-really-encouraging-signs-jabs-work.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus uk vaccines minister nadhim zahawi hails really encouraging signs that jabs work,2021-02-16 06:47:05.000000,drudgereport,anti,cc,False,coronavirus uk vaccines minister nadhim zahawi hails really encouraging signs that jabs work,right
9752,url_no_13113,29,0,"they expect to apply to the FDA for an emergency - use authorization before the end of the month , after they have collected sufficient data on the vaccine 's safety","Covid-19.        Pfizer and its partner, the Germany-based BioNTech expect to apply to the FDA for an emergency - use authorization before the end of the month , after Covid-19.        Pfizer and its partner, the Germany-based BioNTech have collected sufficient data on the vaccine 's safety","['they', 'expect', 'to', 'appli', 'to', 'the', 'fda', 'for', 'an', 'emerg', '-', 'use', 'author', 'befor', 'the', 'end', 'of', 'the', 'month', ',', 'after', 'they', 'have', 'collect', 'suffici', 'data', 'on', 'the', 'vaccin', ""'s"", 'safeti']","['covid-19', '.', 'pfizer', 'and', 'it', 'partner', ',', 'the', 'germany-bas', 'biontech', 'expect', 'to', 'appli', 'to', 'the', 'fda', 'for', 'an', 'emerg', '-', 'use', 'author', 'befor', 'the', 'end', 'of', 'the', 'month', ',', 'after', 'covid-19', '.', 'pfizer', 'and', 'it', 'partner', ',', 'the', 'germany-bas', 'biontech', 'have', 'collect', 'suffici', 'data', 'on', 'the', 'vaccin', ""'s"", 'safeti']","['they', 'expect', 'to', 'appli', 'to', 'the', 'fda', 'for', 'an', 'emerg', '-', 'use', 'author', 'befor', 'the', 'end', 'of', 'the', 'month', ',', 'after', 'they', 'have', 'collect', 'suffici', 'data', 'on', 'the', 'vaccin\', ""\'s"", \'safeti']","['covid-19', '.', 'pfizer', 'and', 'it', 'partner', ',', 'the', 'germany-bas', 'biontech', 'expect', 'to', 'appli', 'to', 'the', 'fda', 'for', 'an', 'emerg', '-', 'use', 'author', 'befor', 'the', 'end', 'of', 'the', 'month', ',', 'after', 'covid-19', '.', 'pfizer', 'and', 'it', 'partner', ',', 'the', 'germany-bas', 'biontech', 'have', 'collect', 'suffici', 'data', 'on', 'the', 'vaccin\', ""\'s"", \'safeti']",politico.com/news/2020/11/09/pfizer-coronavirus-vaccine-effective-435304,pfizer says its coronavirus vaccine is more than 90 percent effective,2020-11-09 07:29:01.000000,politico,between,cc,False,pfizer says its coronavirus vaccine is more than 90 percent effective,right
3316,url_no_4293,122,0,"The taskforce will ensure that any potential coronavirus vaccine , when available , can be produced quickly and at scale so it can be made available to the public as quickly as possible","The taskforce will ensure that any potential coronavirus vaccine , when available , can be produced quickly and at scale so the taskforce at the daily Downing Street press conference can be made available to the public as quickly as possible","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'it', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'the', 'taskforc', 'at', 'the', 'daili', 'down', 'street', 'press', 'confer', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'it', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'the', 'taskforc', 'at', 'the', 'daili', 'down', 'street', 'press', 'confer', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']",dailymail.co.uk/news/article-8230573/Coronavirus-vaccine-hope-ministers-unveil-new-taskforce.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine hope as ministers unveil new taskforce,2020-04-17 13:18:25.000000,drudgereport,anti,cc,False,coronavirus vaccine hope as ministers unveil new taskforce,right
8453,url_no_11527,56,0,New York City is setting up plans to distribute COVID-19 vaccines starting this month,New York City is setting up plans to distribute COVID-19 vaccines starting this month,"['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']",dailymail.co.uk/news/article-9023343/More-half-NYC-firefighters-say-NOT-COVID-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,more than half of nyc firefighters say they will not take a covid vaccine,2020-12-06 09:26:07.000000,drudgereport,anti,cc,False,more than half of nyc firefighters say they will not take a covid vaccine,right
3121,url_no_4181,123,0,that their vaccine candidate produced a T - cell response in participants in an early - stage trial in Germany,"that BioNTech BNTX, +10.37% and Pfizer Inc. PFE, +3.21% , which are also developing a COVID-19 vaccine vaccine candidate produced a T - cell response in participants in an early - stage trial in Germany","['that', 'their', 'vaccin', 'candid', 'produc', 'a', 't', '-', 'cell', 'respons', 'in', 'particip', 'in', 'an', 'earli', '-', 'stage', 'trial', 'in', 'germani']","['that', 'biontech', 'bntx', ',', '+10.37', '%', 'and', 'pfizer', 'inc.', 'pfe', ',', '+3.21', '%', ',', 'which', 'are', 'also', 'develop', 'a', 'covid-19', 'vaccin', 'vaccin', 'candid', 'produc', 'a', 't', '-', 'cell', 'respons', 'in', 'particip', 'in', 'an', 'earli', '-', 'stage', 'trial', 'in', 'germani']","['that', 'their', 'vaccin', 'candid', 'produc', 'a', 't', '-', 'cell', 'respons', 'in', 'particip', 'in', 'an', 'earli', '-', 'stage', 'trial', 'in', 'germani']","['that', 'biontech', 'bntx', ',', '+10.37', '%', 'and', 'pfizer', 'inc.', 'pfe', ',', '+3.21', '%', ',', 'which', 'are', 'also', 'develop', 'a', 'covid-19', 'vaccin', 'vaccin', 'candid', 'produc', 'a', 't', '-', 'cell', 'respons', 'in', 'particip', 'in', 'an', 'earli', '-', 'stage', 'trial', 'in', 'germani']",marketwatch.com/news/story.asp?guid=%7B5C7CFD96-CA90-11EA-838F-0EBDD469C16F%7D&siteid=rss&rss=1,coronavirus update global case tally tops 145 million as us death toll climbs above 140000 with new infections still rising,2020-07-20 11:35:29.000000,wall_street_journal,anti,cc,False,coronavirus update global case tally tops 145 million as us death toll climbs above 140000 with new infections still rising,right
9961,url_no_13289,167,0,that the Covid-19 vaccine “ is a witches ’ brew,that the Covid-19 vaccine “ is a witches ’ brew,"['that', 'the', 'covid-19', 'vaccin', '“', 'is', 'a', 'witch', '’', 'brew']","['that', 'the', 'covid-19', 'vaccin', '“', 'is', 'a', 'witch', '’', 'brew']","['that', 'the', 'covid-19', 'vaccin', '“', 'is', 'a', 'witch', '’', 'brew']","['that', 'the', 'covid-19', 'vaccin', '“', 'is', 'a', 'witch', '’', 'brew']",forbes.com/sites/brucelee/2021/02/12/planet-lockdown-film-spreading-unfounded-claims-about-covid-19-vaccines-and-coronavirus/,planet lockdown film spreading unfounded claims about covid19 vaccines and coronavirus,2021-02-12 11:39:17.000000,forbes,anti,cc,False,planet lockdown film spreading unfounded claims about covid19 vaccines and coronavirus,right
774,url_no_1378,14,2,"Only about half of Americans say they would get a COVID-19 vaccine if the scientists working furiously to create one succeed , a number that ’s surprisingly low considering the effort going into the global race for a vaccine .    ","Only about half of Americans say Only about half of Americans would get a COVID-19 vaccine if the scientists working furiously to create one succeed , a number that ’s surprisingly low considering the effort going into the global race for a vaccine .    ","['onli', 'about', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '’', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'onli', 'about', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '’', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '’', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'onli', 'about', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '’', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']",breitbart.com/news/ap-norc-poll-half-of-americans-would-get-a-covid-19-vaccine/,apnorc poll half of americans would get a covid19 vaccine  breitbart,2020-05-28 13:04:39.000000,breitbart,anti,cc,False,apnorc poll half of americans would get a covid19 vaccine breitbart,right
3540,url_no_4483,269,0,"that a health , average American will be able to get a COVID-19 vaccine by late March or early April","that a health , average American will be able to get a COVID-19 vaccine by late March or early April","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']",dailymail.co.uk/news/article-9054159/COVID-hospitalizations-hit-new-record-deaths-hit-300K-day-vaccine-rollout.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,2020-12-15 01:49:43.000000,drudgereport,anti,cc,False,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,right
13960,url_no_20067,28,2,COVID vaccine should be MANDATORY in the NBA and says it would be ' tragic if someone died because of unnecessary conspiracy bulls,COVID vaccine should be MANDATORY in the NBA and says it would be ' tragic if someone died because of unnecessary conspiracy bulls,"['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']",dailymail.co.uk/news/article-8293169/Whistleblower-reports-pressure-extend-contract-Kushner-friend.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,whistleblower reports pressure to extend contract of kushner friend,2020-05-06 13:05:53.000000,drudgereport,anti,cc,False,whistleblower reports pressure to extend contract of kushner friend,right
8258,url_no_11348,89,1,that a successful Covid vaccine would be the company ’s first approved product — bankrolling the business and validating the messenger - RNA technology behind the rest of Moderna ’s pipeline,that a successful Covid vaccine would be the company ’s first approved product — bankrolling the business and validating the messenger - RNA technology behind the rest of Moderna ’s pipeline,"['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '’', 's', 'first', 'approv', 'product', '—', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '’', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '’', 's', 'first', 'approv', 'product', '—', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '’', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '’', 's', 'first', 'approv', 'product', '—', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '’', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '’', 's', 'first', 'approv', 'product', '—', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '’', 's', 'pipelin']",marketwatch.com/articles/moderna-is-showing-off-its-research-advances-its-stock-is-falling-anway-51600368387,moderna shares the latest on its coronavirus vaccine trial and other research advances,2020-09-17 18:46:00.000000,marketwatch,anti,cc,False,moderna shares the latest on its coronavirus vaccine trial and other research advances,right
1240,url_no_1978,89,1,the U.S. will use the $ 4 billion in funding Congress allocated to the vaccine alliance Gavi back in December to help procure coronavirus vaccines for poor countries,the U.S. will use the $ 4 billion in funding Congress allocated to the vaccine alliance Gavi back in December to help procure coronavirus vaccines for poor countries,"['the', 'u.s.', 'will', 'use', 'the', '$', '4', 'billion', 'in', 'fund', 'congress', 'alloc', 'to', 'the', 'vaccin', 'allianc', 'gavi', 'back', 'in', 'decemb', 'to', 'help', 'procur', 'coronaviru', 'vaccin', 'for', 'poor', 'countri']","['the', 'u.s.', 'will', 'use', 'the', '$', '4', 'billion', 'in', 'fund', 'congress', 'alloc', 'to', 'the', 'vaccin', 'allianc', 'gavi', 'back', 'in', 'decemb', 'to', 'help', 'procur', 'coronaviru', 'vaccin', 'for', 'poor', 'countri']","['the', 'u.s.', 'will', 'use', 'the', '$', '4', 'billion', 'in', 'fund', 'congress', 'alloc', 'to', 'the', 'vaccin', 'allianc', 'gavi', 'back', 'in', 'decemb', 'to', 'help', 'procur', 'coronaviru', 'vaccin', 'for', 'poor', 'countri']","['the', 'u.s.', 'will', 'use', 'the', '$', '4', 'billion', 'in', 'fund', 'congress', 'alloc', 'to', 'the', 'vaccin', 'allianc', 'gavi', 'back', 'in', 'decemb', 'to', 'help', 'procur', 'coronaviru', 'vaccin', 'for', 'poor', 'countri']",politico.com/newsletters/politico-pulse/2021/02/19/behind-the-white-house-and-governors-uneasy-dance-793470,behind the white house and governors uneasy dance,2021-02-19 10:00:10.000000,politico,between,cc,False,behind the white house and governors uneasy dance,right
5540,url_no_6907,7,0,"86 % of children who participated in Pfizer covid vaccine trial experienced adverse reactions    By   SGT -    May 28 , 2021   0  ","86 % of children who participated in Pfizer covid vaccine trial experienced adverse reactions    By   SGT -    May 28 , 2021   0  ","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']",sgtreport.com/2021/05/fda-document-reveals-86-of-children-who-participated-in-pfizer-covid-vaccine-trial-experienced-adverse-reactions/,fda document reveals 86 of children who participated in pfizer covid vaccine trial experienced adverse reactions,2021-05-28 11:20:58.000000,sgtreport,anti,cc,False,fda document reveals 86 of children who participated in pfizer covid vaccine trial experienced adverse reactions,right
956,url_no_1702,188,0,it 's important that we give the message that vaccines will help us in the fight against COVID and we need to continue to use these vaccines,it 's important that we give the message that vaccines will help us in the fight against COVID and we need to continue to use these vaccines,"['it', ""'s"", 'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it', ""'s"", 'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it\', ""\'s"", \'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it\', ""\'s"", \'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']",cnet.com/news/astrazeneca-covid-19-vaccine-eu-regulator-says-blood-clots-should-be-listed-as-rare-side-effect/#ftag=CADf328eec,astrazeneca covid19 vaccine eu regulator says blood clots should be listed as rare side effect      cnet,2021-04-07 13:30:00.000000,cnet,between,cc,False,astrazeneca covid19 vaccine eu regulator says blood clots should be listed as rare side effect cnet,right
9544,url_no_12970,81,1,they ’ll get a COVID-19 vaccine once it ’s available  ,More Americans ’ll get a COVID-19 vaccine once it ’s available  ,"['they', '’', 'll', 'get', 'a', 'covid-19', 'vaccin', 'onc', 'it', '’', 's', 'avail']","['more', 'american', '’', 'll', 'get', 'a', 'covid-19', 'vaccin', 'onc', 'it', '’', 's', 'avail']","['they', '’', 'll', 'get', 'a', 'covid-19', 'vaccin', 'onc', 'it', '’', 's', 'avail']","['more', 'american', '’', 'll', 'get', 'a', 'covid-19', 'vaccin', 'onc', 'it', '’', 's', 'avail']",marketwatch.com/news/story.asp?guid=%7B41BA7DBE-1F0E-4AC8-B3A9-D887EB550833%7D&siteid=rss&rss=1,personal finance daily more people are feeling guilty about making this financial request during the pandemic and heres when most americans will be able to get a covid19 vaccine,2020-12-15 17:07:08.000000,wall_street_journal,anti,cc,False,personal finance daily more people are feeling guilty about making this financial request during the pandemic and heres when most americans will be able to get a covid19 vaccine,right
