,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
3316,url_no_4293,122,0,"The taskforce will ensure that any potential coronavirus vaccine, when available, can be produced quickly and at scale so it can be made available to the public as quickly as possible.","The taskforce will ensure that any potential coronavirus vaccine , when available , can be produced quickly and at scale so the taskforce at the daily Downing Street press conference can be made available to the public as quickly as possible","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'it', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'the', 'taskforc', 'at', 'the', 'daili', 'down', 'street', 'press', 'confer', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'it', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']","['the', 'taskforc', 'will', 'ensur', 'that', 'ani', 'potenti', 'coronaviru', 'vaccin', ',', 'when', 'avail', ',', 'can', 'be', 'produc', 'quickli', 'and', 'at', 'scale', 'so', 'the', 'taskforc', 'at', 'the', 'daili', 'down', 'street', 'press', 'confer', 'can', 'be', 'made', 'avail', 'to', 'the', 'public', 'as', 'quickli', 'as', 'possibl']",dailymail.co.uk/news/article-8230573/Coronavirus-vaccine-hope-ministers-unveil-new-taskforce.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine hope as ministers unveil new taskforce,18:25.0,drudgereport,anti,cc,FALSE,coronavirus vaccine hope as ministers unveil new taskforce,right,neutral,disagree,Agree,agree
8453,url_no_11527,56,0,New York City is setting up plans to distribute COVID-19 vaccines starting this month.,New York City is setting up plans to distribute COVID-19 vaccines starting this month,"['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']","['new', 'york', 'citi', 'is', 'set', 'up', 'plan', 'to', 'distribut', 'covid-19', 'vaccin', 'start', 'thi', 'month']",dailymail.co.uk/news/article-9023343/More-half-NYC-firefighters-say-NOT-COVID-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,more than half of nyc firefighters say they will not take a covid vaccine,26:07.0,drudgereport,anti,cc,FALSE,more than half of nyc firefighters say they will not take a covid vaccine,right,neutral,disagree,Agree,agree
9961,url_no_13289,167,0,That the Covid-19 vaccine is a witches brew.,that the Covid-19 vaccine ‚Äú is a witches ‚Äô brew,"['that', 'the', 'covid-19', 'vaccin', '‚Äú', 'is', 'a', 'witch', '‚Äô', 'brew']","['that', 'the', 'covid-19', 'vaccin', '‚Äú', 'is', 'a', 'witch', '‚Äô', 'brew']","['that', 'the', 'covid-19', 'vaccin', '‚Äú', 'is', 'a', 'witch', '‚Äô', 'brew']","['that', 'the', 'covid-19', 'vaccin', '‚Äú', 'is', 'a', 'witch', '‚Äô', 'brew']",forbes.com/sites/brucelee/2021/02/12/planet-lockdown-film-spreading-unfounded-claims-about-covid-19-vaccines-and-coronavirus/,planet lockdown film spreading unfounded claims about covid19 vaccines and coronavirus,39:17.0,forbes,anti,cc,FALSE,planet lockdown film spreading unfounded claims about covid19 vaccines and coronavirus,right,disagree,disagree,Disagree,disagree
774,url_no_1378,14,2,"Only about half of Americans say they would get a COVID-19 vaccine if the scientists working furiously to create one succeed, a number that's surprisingly low considering the effort going into the global race for a vaccine.    ","Only about half of Americans say Only about half of Americans would get a COVID-19 vaccine if the scientists working furiously to create one succeed , a number that ‚Äôs surprisingly low considering the effort going into the global race for a vaccine .    ","['onli', 'about', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '‚Äô', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'onli', 'about', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '‚Äô', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'they', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '‚Äô', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']","['onli', 'about', 'half', 'of', 'american', 'say', 'onli', 'about', 'half', 'of', 'american', 'would', 'get', 'a', 'covid-19', 'vaccin', 'if', 'the', 'scientist', 'work', 'furious', 'to', 'creat', 'one', 'succeed', ',', 'a', 'number', 'that', '‚Äô', 's', 'surprisingli', 'low', 'consid', 'the', 'effort', 'go', 'into', 'the', 'global', 'race', 'for', 'a', 'vaccin', '.']",breitbart.com/news/ap-norc-poll-half-of-americans-would-get-a-covid-19-vaccine/,apnorc poll half of americans would get a covid19 vaccine  breitbart,04:39.0,breitbart,anti,cc,FALSE,apnorc poll half of americans would get a covid19 vaccine breitbart,right,neutral,neutral,Disagree,neutral
3540,url_no_4483,269,0,Average American will be able to get a COVID-19 vaccine by late March or early April.,"that a health , average American will be able to get a COVID-19 vaccine by late March or early April","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']","['that', 'a', 'health', ',', 'averag', 'american', 'will', 'be', 'abl', 'to', 'get', 'a', 'covid-19', 'vaccin', 'by', 'late', 'march', 'or', 'earli', 'april']",dailymail.co.uk/news/article-9054159/COVID-hospitalizations-hit-new-record-deaths-hit-300K-day-vaccine-rollout.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,49:43.0,drudgereport,anti,cc,FALSE,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,right,neutral,disagree,Agree,neutral
13960,url_no_20067,28,2,COVID vaccine should be MANDATORY in the NBA and says it would be 'tragic if someone died because of unnecessary conspiracy bulls.,COVID vaccine should be MANDATORY in the NBA and says it would be ' tragic if someone died because of unnecessary conspiracy bulls,"['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'should', 'be', 'mandatori', 'in', 'the', 'nba', 'and', 'say', 'it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']",dailymail.co.uk/news/article-8293169/Whistleblower-reports-pressure-extend-contract-Kushner-friend.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,whistleblower reports pressure to extend contract of kushner friend,05:53.0,drudgereport,anti,cc,FALSE,whistleblower reports pressure to extend contract of kushner friend,right,agree,disagree,Agree,agree
8258,url_no_11348,89,1,A successful Covid vaccine would be the company's first approved product‚ bankrolling the business and validating the messenger-RNA technology behind the rest of Moderna's pipeline.,that a successful Covid vaccine would be the company ‚Äôs first approved product ‚Äî bankrolling the business and validating the messenger - RNA technology behind the rest of Moderna ‚Äôs pipeline,"['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '‚Äô', 's', 'first', 'approv', 'product', '‚Äî', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '‚Äô', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '‚Äô', 's', 'first', 'approv', 'product', '‚Äî', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '‚Äô', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '‚Äô', 's', 'first', 'approv', 'product', '‚Äî', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '‚Äô', 's', 'pipelin']","['that', 'a', 'success', 'covid', 'vaccin', 'would', 'be', 'the', 'compani', '‚Äô', 's', 'first', 'approv', 'product', '‚Äî', 'bankrol', 'the', 'busi', 'and', 'valid', 'the', 'messeng', '-', 'rna', 'technolog', 'behind', 'the', 'rest', 'of', 'moderna', '‚Äô', 's', 'pipelin']",marketwatch.com/articles/moderna-is-showing-off-its-research-advances-its-stock-is-falling-anway-51600368387,moderna shares the latest on its coronavirus vaccine trial and other research advances,46:00.0,marketwatch,anti,cc,FALSE,moderna shares the latest on its coronavirus vaccine trial and other research advances,right,neutral,disagree,Agree,neutral
5540,url_no_6907,7,0,86 % of children who participated in Pfizer covid vaccine trial experienced adverse reactions.,"86 % of children who participated in Pfizer covid vaccine trial experienced adverse reactions    By   SGT -    May 28 , 2021   0  ","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']","['86', '%', 'of', 'children', 'who', 'particip', 'in', 'pfizer', 'covid', 'vaccin', 'trial', 'experienc', 'advers', 'reaction', 'by', 'sgt', '-', 'may', '28', ',', '2021', '0']",sgtreport.com/2021/05/fda-document-reveals-86-of-children-who-participated-in-pfizer-covid-vaccine-trial-experienced-adverse-reactions/,fda document reveals 86 of children who participated in pfizer covid vaccine trial experienced adverse reactions,20:58.0,sgtreport,anti,cc,FALSE,fda document reveals 86 of children who participated in pfizer covid vaccine trial experienced adverse reactions,right,disagree,neutral,Disagree,disagree
956,url_no_1702,188,0,It's important that we give the message that vaccines will help us in the fight against COVID and we need to continue to use these vaccines.,it 's important that we give the message that vaccines will help us in the fight against COVID and we need to continue to use these vaccines,"['it', ""'s"", 'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it', ""'s"", 'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it\', ""\'s"", \'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']","['it\', ""\'s"", \'import', 'that', 'we', 'give', 'the', 'messag', 'that', 'vaccin', 'will', 'help', 'us', 'in', 'the', 'fight', 'against', 'covid', 'and', 'we', 'need', 'to', 'continu', 'to', 'use', 'these', 'vaccin']",cnet.com/news/astrazeneca-covid-19-vaccine-eu-regulator-says-blood-clots-should-be-listed-as-rare-side-effect/#ftag=CADf328eec,astrazeneca covid19 vaccine eu regulator says blood clots should be listed as rare side effect      cnet,30:00.0,cnet,between,cc,FALSE,astrazeneca covid19 vaccine eu regulator says blood clots should be listed as rare side effect cnet,right,agree,disagree,Agree,agree
8695,url_no_11900,34,0,They are highly effective at reducing or preventing symptomatic disease.,nearly half a million Covid-19 vaccines from Pfizer and Moderna are highly effective at reducing or preventing symptomatic disease,"['they', 'are', 'highli', 'effect', 'at', 'reduc', 'or', 'prevent', 'symptomat', 'diseas']","['nearli', 'half', 'a', 'million', 'covid-19', 'vaccin', 'from', 'pfizer', 'and', 'moderna', 'are', 'highli', 'effect', 'at', 'reduc', 'or', 'prevent', 'symptomat', 'diseas']","['they', 'are', 'highli', 'effect', 'at', 'reduc', 'or', 'prevent', 'symptomat', 'diseas']","['nearli', 'half', 'a', 'million', 'covid-19', 'vaccin', 'from', 'pfizer', 'and', 'moderna', 'are', 'highli', 'effect', 'at', 'reduc', 'or', 'prevent', 'symptomat', 'diseas']",politico.com/states/new-york/city-hall/story/2020/12/03/new-york-city-to-receive-500-000-covid-19-doses-but-faces-the-battle-of-buy-in-1340835,new york city to receive 500000 covid19 doses but faces the battle of buyin,44:56.0,politico,between,cc,FALSE,new york city to receive 500000 covid19 doses but faces the battle of buyin,right,agree,neutral,Agree,agree
8181,url_no_11316,49,0,Volunteers who got two doses of the vaccine had high levels of virus-killing antibodies that exceeded the average levels seen in people who had recovered from COVID-19.,Volunteers who got two doses of the vaccine had high levels of virus - killing antibodies that exceeded the average levels seen in people who had recovered from COVID-19,"['volunt', 'who', 'got', 'two', 'dose', 'of', 'the', 'vaccin', 'had', 'high', 'level', 'of', 'viru', '-', 'kill', 'antibodi', 'that', 'exceed', 'the', 'averag', 'level', 'seen', 'in', 'peopl', 'who', 'had', 'recov', 'from', 'covid-19']","['volunt', 'who', 'got', 'two', 'dose', 'of', 'the', 'vaccin', 'had', 'high', 'level', 'of', 'viru', '-', 'kill', 'antibodi', 'that', 'exceed', 'the', 'averag', 'level', 'seen', 'in', 'peopl', 'who', 'had', 'recov', 'from', 'covid-19']","['volunt', 'who', 'got', 'two', 'dose', 'of', 'the', 'vaccin', 'had', 'high', 'level', 'of', 'viru', '-', 'kill', 'antibodi', 'that', 'exceed', 'the', 'averag', 'level', 'seen', 'in', 'peopl', 'who', 'had', 'recov', 'from', 'covid-19']","['volunt', 'who', 'got', 'two', 'dose', 'of', 'the', 'vaccin', 'had', 'high', 'level', 'of', 'viru', '-', 'kill', 'antibodi', 'that', 'exceed', 'the', 'averag', 'level', 'seen', 'in', 'peopl', 'who', 'had', 'recov', 'from', 'covid-19']",dailymail.co.uk/news/article-8523439/Moderna-Phase-1-results-coronavirus-vaccine-safe-induces-immune-response.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,moderna phase 1 results show coronavirus vaccine safe,40:19.0,drudgereport,anti,cc,FALSE,moderna phase 1 results show coronavirus vaccine safe,right,agree,neutral,Agree,neutral
3918,url_no_4754,136,1,They would not attend a sporting event before a coronavirus vaccine was available.,72% of people would not attend a sporting event before a coronavirus vaccine was available,"['they', 'would', 'not', 'attend', 'a', 'sport', 'event', 'befor', 'a', 'coronaviru', 'vaccin', 'wa', 'avail']","['72', '%', 'of', 'peopl', 'would', 'not', 'attend', 'a', 'sport', 'event', 'befor', 'a', 'coronaviru', 'vaccin', 'wa', 'avail']","['they', 'would', 'not', 'attend', 'a', 'sport', 'event', 'befor', 'a', 'coronaviru', 'vaccin', 'wa', 'avail']","['72', '%', 'of', 'peopl', 'would', 'not', 'attend', 'a', 'sport', 'event', 'befor', 'a', 'coronaviru', 'vaccin', 'wa', 'avail']",forbes.com/sites/jasonwingard/2020/06/30/covid-19-is-crushing-business-3-sectors-with-the-most-casualties/,covid19 is crushing business 3 sectors with the most casualties,07:08.0,forbes,anti,cc,FALSE,covid19 is crushing business 3 sectors with the most casualties,right,neutral,disagree,Agree,neutral
163,url_no_299,66,0,Covid-19 vaccines require two doses at varying intervals.,Covid-19 vaccines require two doses at varying intervals,"['covid-19', 'vaccin', 'requir', 'two', 'dose', 'at', 'vari', 'interv']","['covid-19', 'vaccin', 'requir', 'two', 'dose', 'at', 'vari', 'interv']","['covid-19', 'vaccin', 'requir', 'two', 'dose', 'at', 'vari', 'interv']","['covid-19', 'vaccin', 'requir', 'two', 'dose', 'at', 'vari', 'interv']",sgtreport.com/2020/12/5-ways-americans-could-be-encouraged-to-get-a-covid-vaccine/?utm_source=rss&utm_medium=rss&utm_campaign=5-ways-americans-could-be-encouraged-to-get-a-covid-vaccine,5 ways americans could be encouraged to get a covid vaccine,00:25.0,sgtreport,anti,cc,FALSE,5 ways americans could be encouraged to get a covid vaccine,right,agree,disagree,Neutral,neutral
1483,url_no_2530,8,0,The covid spike protein is what's causing deadly blood clots and it's in all the covid vaccines (by design).,the covid spike protein is what ‚Äôs causing deadly blood clots ‚Ä¶ and News Politics Vaccines   Bombshell Salk Institute science paper ‚Äôs in all the covid vaccines ( by design )   ,"['the', 'covid', 'spike', 'protein', 'is', 'what', '‚Äô', 's', 'caus', 'deadli', 'blood', 'clot', '‚Ä¶', 'and', 'it', '‚Äô', 's', 'in', 'all', 'the', 'covid', 'vaccin', '(', 'by', 'design', ')']","['the', 'covid', 'spike', 'protein', 'is', 'what', '‚Äô', 's', 'caus', 'deadli', 'blood', 'clot', '‚Ä¶', 'and', 'news', 'polit', 'vaccin', 'bombshel', 'salk', 'institut', 'scienc', 'paper', '‚Äô', 's', 'in', 'all', 'the', 'covid', 'vaccin', '(', 'by', 'design', ')']","['the', 'covid', 'spike', 'protein', 'is', 'what', '‚Äô', 's', 'caus', 'deadli', 'blood', 'clot', '‚Ä¶', 'and', 'it', '‚Äô', 's', 'in', 'all', 'the', 'covid', 'vaccin', '(', 'by', 'design', ')']","['the', 'covid', 'spike', 'protein', 'is', 'what', '‚Äô', 's', 'caus', 'deadli', 'blood', 'clot', '‚Ä¶', 'and', 'news', 'polit', 'vaccin', 'bombshel', 'salk', 'institut', 'scienc', 'paper', '‚Äô', 's', 'in', 'all', 'the', 'covid', 'vaccin', '(', 'by', 'design', ')']",sgtreport.com/2021/05/bombshell-salk-institute-science-paper-reveals-the-covid-spike-protein-is-whats-causing-deadly-blood-clots-and-its-in-all-the-covid-vaccines-by-design/,bombshell salk institute science paper reveals the covid spike protein is whats causing deadly blood clots and its in all the covid vaccines by design,50:54.0,sgtreport,anti,cc,FALSE,bombshell salk institute science paper reveals the covid spike protein is whats causing deadly blood clots and its in all the covid vaccines by design,right,disagree,neutral,Disagree,disagree
10549,url_no_14295,584,0,This vaccine protects you from getting ill with Covid.,that this vaccine protects you from getting ill with Covid,"['that', 'thi', 'vaccin', 'protect', 'you', 'from', 'get', 'ill', 'with', 'covid']","['that', 'thi', 'vaccin', 'protect', 'you', 'from', 'get', 'ill', 'with', 'covid']","['that', 'thi', 'vaccin', 'protect', 'you', 'from', 'get', 'ill', 'with', 'covid']","['that', 'thi', 'vaccin', 'protect', 'you', 'from', 'get', 'ill', 'with', 'covid']",dailymail.co.uk/news/article-9029435/Roll-sleeves-V-DAY-Britons-Pfizer-Covid-jab-arrive-hospitals.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,roll up your sleeves for vday first britons to get pfizer covid jab arrive at hospitals,12:01.0,drudgereport,anti,cc,FALSE,roll up your sleeves for vday first britons to get pfizer covid jab arrive at hospitals,right,agree,neutral,Agree,neutral
9669,url_no_13073,187,1,The CEO of drugmaker Pfizer has claimed the company 'didn't conspire with anyone' to delay releasing efficacy results for its COVID-19 vaccine until after the U.S. presidential election.,The CEO of drugmaker Pfizer has claimed the company ' did n't conspire with anyone ' to delay releasing efficacy results for Vaccine COVID-19 vaccine until after the U.S. presidential election,"['the', 'ceo', 'of', 'drugmak', 'pfizer', 'ha', 'claim', 'the', 'compani', ""'"", 'did', ""n't"", 'conspir', 'with', 'anyon', ""'"", 'to', 'delay', 'releas', 'efficaci', 'result', 'for', 'it', 'covid-19', 'vaccin', 'until', 'after', 'the', 'u.s.', 'presidenti', 'elect']","['the', 'ceo', 'of', 'drugmak', 'pfizer', 'ha', 'claim', 'the', 'compani', ""'"", 'did', ""n't"", 'conspir', 'with', 'anyon', ""'"", 'to', 'delay', 'releas', 'efficaci', 'result', 'for', 'vaccin', 'covid-19', 'vaccin', 'until', 'after', 'the', 'u.s.', 'presidenti', 'elect']","['the', 'ceo', 'of', 'drugmak', 'pfizer', 'ha', 'claim', 'the', 'compani\', ""\'"", \'did\', ""n\'t"", \'conspir', 'with', 'anyon\', ""\'"", \'to', 'delay', 'releas', 'efficaci', 'result', 'for', 'it', 'covid-19', 'vaccin', 'until', 'after', 'the', 'u.s.', 'presidenti', 'elect']","['the', 'ceo', 'of', 'drugmak', 'pfizer', 'ha', 'claim', 'the', 'compani\', ""\'"", \'did\', ""n\'t"", \'conspir', 'with', 'anyon\', ""\'"", \'to', 'delay', 'releas', 'efficaci', 'result', 'for', 'vaccin', 'covid-19', 'vaccin', 'until', 'after', 'the', 'u.s.', 'presidenti', 'elect']",dailymail.co.uk/news/article-8961697/Pfizer-claims-coronavirus-jab-95-effective-days-Modernas-breakthrough.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,pfizer now claims its coronavirus jab is 95 effective days after modernas breakthrough,55:40.0,drudgereport,anti,cc,FALSE,pfizer now claims its coronavirus jab is 95 effective days after modernas breakthrough,right,neutral,disagree,Neutral,neutral
1507,url_no_2546,48,1,The first nine groups should have received Covid vaccines before May 6.,that the first nine groups should have received Covid vaccines before May 6,"['that', 'the', 'first', 'nine', 'group', 'should', 'have', 'receiv', 'covid', 'vaccin', 'befor', 'may', '6']","['that', 'the', 'first', 'nine', 'group', 'should', 'have', 'receiv', 'covid', 'vaccin', 'befor', 'may', '6']","['that', 'the', 'first', 'nine', 'group', 'should', 'have', 'receiv', 'covid', 'vaccin', 'befor', 'may', '6']","['that', 'the', 'first', 'nine', 'group', 'should', 'have', 'receiv', 'covid', 'vaccin', 'befor', 'may', '6']",dailymail.co.uk/news/article-9228617/Boris-faces-Tory-demands-drop-curbs-amid-SAGE-warnings.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,boris faces tory demands to drop all curbs by may amid sage warnings,30:53.0,drudgereport,anti,cc,FALSE,boris faces tory demands to drop all curbs by may amid sage warnings,right,agree,disagree,Neutral,neutral
